document_id,file_name,source_folder,file_type,tema_estrategico,linea_pmge,senal_regulatoria,tecnologias,bandas_frecuencia,paises_regiones,organizaciones,actores,tipo_evento_regulatorio,tipo_insumo_agenda,evidencia_breve,relevancia_score,relevancia_label,actividad_internacional_score,prioridad_score,justificacion_analitica
8abc08cbb5ea9b3a26af,FLSPPY20250002_Paraguay_auctions_400_MHz_in_the_35_GHz_band.pdf,Cullen International,pdf,"Conectividad satelital, NTN y D2D",Conectividad satelital,Subasta de espectro 5G en 3.5 GHz en Paraguay,"[""5G"", ""Fixed Wireless Access (FWA)"", ""Telefonía móvil"", ""3GPP Release 15"", ""Servicio Fijo por Satélite (FSS)""]","[""3.5 GHz"", ""6 GHz"", ""3.7–4.2 GHz"", ""4.2–4.4 GHz""]","[""Paraguay"", ""China""]","[""Conatel"", ""Cullen International"", ""MiTIC"", ""3GPP""]","[""Reguladores"", ""Operadores móviles"", ""Fabricantes de equipos"", ""Industria satelital"", ""Gobierno""]","[""Subasta"", ""Compartición de espectro"", ""Armonización internacional""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: 5G, Fixed Wireless Access (FWA), Telefonía móvil, 3GPP Release 15; bandas: 3.5 GHz, 6 GHz, 3.7–4.2 GHz, 4.2–4.4 GHz.",10,Alta,3,13,"Este documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 al ofrecer un caso práctico detallado de una subasta de espectro 5G. Proporciona información valiosa sobre el diseño de subastas, condiciones de licencia (despliegue, sociales, compartición), gestión de interferencias, y aspectos geopolíticos de la cadena de suministro (restricciones a proveedores). Estos elementos son cruciales para la planificación y formulación de políticas de espectro y telecomunicaciones en Colombia, permitiendo a ANE aprender de las experiencias y enfoques regulatorios de otros países."
01c08dff1635289f3aa0,FLSPPY20250003_Paraguay_awards_35_GHz_spectrum_to_Claro_and_a_new_entrant.pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Adjudicación de espectro 3.5 GHz en Paraguay,"[""Tecnologías inalámbricas"", ""Servicios de internet"", ""Banda ancha móvil"", ""5G""]","[""3.5 GHz"", ""3500–3550 MHz"", ""3550–3600 MHz"", ""3600–3650 MHz"", ""3650–3700 MHz"", ""3300–3350 MHz"", ""3350–3400 MHz"", ""3400–3450 MHz"", ""3450–3500 MHz"", ""Bandas bajas y medias""]","[""Paraguay"", ""Argentina"", ""China""]","[""Conatel"", ""Claro (AMX Paraguay SA)"", ""Nubicom"", ""Tigo"", ""Personal"", ""Copaco-Vox"", ""GSMA"", ""Asiet"", ""Cullen International""]","[""Reguladores"", ""Operadores móviles"", ""Nuevos entrantes"", ""Fabricantes de equipos"", ""Asociaciones de operadores""]","[""Subasta""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: Tecnologías inalámbricas, Servicios de internet, Banda ancha móvil, 5G; bandas: 3.5 GHz, 3500–3550 MHz, 3550–3600 MHz, 3600–3650 MHz.",10,Alta,3,13,"Este documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 porque detalla un proceso de adjudicación de espectro en la banda de 3.5 GHz, crucial para el despliegue de 5G. Aborda aspectos regulatorios como las cláusulas de reciprocidad y las restricciones a proveedores, las obligaciones de despliegue y conectividad, y la entrada de nuevos actores. Estos elementos son fundamentales para la formulación de políticas de gestión del espectro, fomento de la competencia y aseguramiento de la conectividad en Colombia, ofreciendo lecciones aprendidas de la experiencia paraguaya."
1ac61ca1b3a1940efbbc,FLSPPY20250004_Paraguay_opens_lower_part_of_the_6GHz_band_for_Wi-Fi.pdf,Cullen International,pdf,"6 GHz, Wi-Fi e IMT",Disponibilidad de espectro,Regulación de la banda de 6 GHz para Wi-Fi en Paraguay,"[""Wi-Fi"", ""Aplicaciones de baja potencia (LPI)"", ""Aplicaciones de muy baja potencia (VLP)""]","[""6 GHz"", ""5925–6425 MHz"", ""5925–7125 MHz""]","[""Paraguay"", ""Américas""]","[""Conatel"", ""Cullen International""]","[""Reguladores"", ""Usuarios de Wi-Fi"", ""Operadores de servicios primarios""]","[""Otro""]",Seguimiento,"6 GHz, Wi-Fi e IMT; tecnologías: Wi-Fi, Aplicaciones de baja potencia (LPI), Aplicaciones de muy baja potencia (VLP); bandas: 6 GHz, 5925–6425 MHz, 5925–7125 MHz.",10,Alta,3,13,"Este documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 porque aborda la gestión del espectro en la banda de 6 GHz para Wi-Fi, una tendencia global clave para la conectividad. La experiencia de Paraguay, incluyendo la decisión de abrir solo una parte de la banda y los parámetros técnicos establecidos, así como la comparación con otros países de las Américas, proporciona un benchmark útil y consideraciones sobre el uso eficiente del espectro y la prevención de interferencias, aspectos cruciales para futuras regulaciones en Colombia."
dea7f08256d57bf7833f,FLSPPY20260001_Paraguay_increases_spectrum_available_for_5G_in_the_35_GHz_b.pdf,Cullen International,pdf,"Conectividad satelital, NTN y D2D",Conectividad satelital,Paraguay aumenta el espectro disponible para 5G en la banda de 3.5 GHz,"[""5G"", ""IMT"", ""Fixed-Satellite Service (FSS)""]","[""3.5 GHz"", ""3.7–3.8 GHz"", ""3.3–3.7 GHz"", ""3.8–4.2 GHz"", ""3.3–3.8 GHz"", ""3.4–3.7 GHz"", ""3.3–3.4 GHz"", ""Below 1 GHz"", ""6 GHz""]","[""Paraguay"", ""Americas""]","[""Conatel"", ""Claro"", ""Nubicom (Flash)"", ""Cullen International""]","[""Reguladores"", ""Operadores móviles"", ""Industria satelital""]","[""Asignación de espectro""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: 5G, IMT, Fixed-Satellite Service (FSS); bandas: 3.5 GHz, 3.7–3.8 GHz, 3.3–3.7 GHz, 3.8–4.2 GHz.",10,Alta,3,13,"El documento detalla decisiones regulatorias sobre la asignación y gestión de espectro para 5G en bandas clave (3.5 GHz), la coexistencia con servicios satelitales (FSS) y la evolución del marco regulatorio. Esta información es directamente aplicable para la formulación de la Agenda Regulatoria ANE 2027-2028, ya que aborda tendencias en la gestión del espectro, la implementación de 5G y la necesidad de adaptar la regulación para nuevas tecnologías y servicios."
3c4f59ee90b237dc9564,FLSPPY20260002_Paraguay_consults_on_a_new_5G_spectrum_award.pdf,Cullen International,pdf,"Conectividad satelital, NTN y D2D",Conectividad satelital,Consulta sobre la adjudicación de espectro 5G en Paraguay,"[""5G"", ""Fixed Wireless Access (FWA)"", ""Dense Wavelength Division Multiplexing (DWDM)"", ""Optical Line Amplifiers (OLA)"", ""Gigabit Passive Optical Network (GPON)"", ""Redes seguras"", ""Carrier Aggregation"", ""Mobile telephony"", ""Internet access and data transmission""]","[""2.3 GHz"", ""2.3-2.4 GHz"", ""3.5 GHz"", ""3.3-3.7 GHz"", ""3.7-3.8 GHz"", ""3.7-4.2 GHz (Fixed Satellite Service)"", ""4.2-4.4 GHz (Aeronautical Radionavigation Service)""]","[""Paraguay""]","[""Conatel"", ""Cullen International"", ""Claro (AMX Paraguay SA)"", ""Nubicom"", ""Ministry of ICT (MiTIC)"", ""3GPP"", ""Telecommunications Industry Association (TIA)""]","[""Reguladores"", ""Operadores móviles"", ""Gobierno"", ""Fabricantes de equipos"", ""Industria satelital"", ""Organismos de estandarización""]","[""Compartición de espectro""]",Nota técnica,"Conectividad satelital, NTN y D2D; tecnologías: 5G, Fixed Wireless Access (FWA), Dense Wavelength Division Multiplexing (DWDM), Optical Line Amplifiers (OLA); bandas: 2.3 GHz, 2.3-2.4 GHz, 3.5 GHz, 3.3-3.7 GHz.",10,Alta,3,13,"Este documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 porque detalla un proceso de licitación de espectro 5G, incluyendo bandas de frecuencia clave (2.3 y 3.5 GHz), modelos de obligaciones (sociales vs. inversión en redes seguras), políticas de compartición de infraestructura, roaming, mitigación de interferencias y requisitos tecnológicos (5G NR, DWDM, GPON). Ofrece un caso de estudio reciente de un regulador latinoamericano que aborda desafíos de despliegue, seguridad y conectividad, proporcionando ideas y lecciones aprendidas aplicables a la formulación de futuras políticas de espectro y telecomunicaciones en Colombia."
cd4fcb297f942cced9c8,FLSPSE20250001_Swedish_regulator_publishes_final_documentation_for_the_spec.pdf,Cullen International,pdf,Spectrum sharing y mecanismos flexibles,Innovación en gestión y uso del espectro,Subasta de espectro en la banda de 1800 MHz en Suecia,"[""Comunicaciones móviles"", ""Banda ancha móvil""]","[""1800 MHz"", ""1710–1720 MHz"", ""1805–1815 MHz"", ""1755–1780 MHz"", ""1850–1875 MHz""]","[""Suecia""]","[""PTS"", ""Telia"", ""Net4Mobility"", ""Telenor"", ""Tele2"", ""Hi3G"", ""Huawei"", ""ZTE""]","[""Reguladores"", ""Operadores móviles"", ""Fabricantes de equipos""]","[""Subasta"", ""Compartición de espectro""]",Nueva iniciativa,"Spectrum sharing y mecanismos flexibles; tecnologías: Comunicaciones móviles, Banda ancha móvil; bandas: 1800 MHz, 1710–1720 MHz, 1805–1815 MHz, 1755–1780 MHz.",10,Alta,3,13,"Este documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 porque detalla un proceso de asignación de espectro (subasta) en una banda clave (1800 MHz), incluyendo aspectos regulatorios como la duración de licencias, requisitos de seguridad (prohibición de ciertos fabricantes), y la promoción de la compartición de espectro. Ofrece un caso de estudio práctico sobre cómo un regulador gestiona el espectro, establece condiciones de licencia y aborda preocupaciones de seguridad nacional, lo cual es directamente aplicable a la formulación de políticas y regulaciones futuras de la ANE."
1c170a283256226f1a1f,FLSPSE20250002_Sweden_auctioned_2x35MHz_in_the_1800MHz_band.pdf,Cullen International,pdf,Otros temas de seguimiento,Necesidades transversales,Subasta de espectro en la banda de 1800 MHz en Suecia,"[""Telecomunicaciones móviles""]","[""1800 MHz"", ""1755–1780 MHz"", ""1850–1875 MHz"", ""1710–1720 MHz"", ""1805–1815 MHz""]","[""Suecia""]","[""PTS"", ""Net4Mobility"", ""Tele2"", ""Telenor"", ""Telia Sweden"", ""Hi3G Access"", ""Cullen International""]","[""Reguladores"", ""Operadores móviles"", ""Industria de telecomunicaciones""]","[""Subasta"", ""Asignación de espectro""]",Seguimiento,"Otros temas de seguimiento; tecnologías: Telecomunicaciones móviles; bandas: 1800 MHz, 1755–1780 MHz, 1850–1875 MHz, 1710–1720 MHz.",10,Alta,3,13,"Este documento es altamente relevante ya que detalla una subasta de espectro reciente en la banda de 1800 MHz, una banda clave para servicios móviles. Ofrece información sobre la gestión del espectro, la duración de las licencias, los precios de reserva, las estrategias de los operadores y el rol del regulador. Estos datos son cruciales para informar decisiones sobre futuras asignaciones de espectro, diseño de subastas y políticas de renovación de licencias en la Agenda Regulatoria ANE 2027-2028."
4bcb5604a539be349c7c,FLSPSI20250001_Slovenia_to_repeat_the_award_of_local_licences_in_23_and_35_.pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Reasignación de licencias locales de espectro en Eslovenia,"[""Servicios de comunicación electrónica inalámbrica"", ""PMSE"", ""Redes privadas""]","[""2.3 GHz"", ""2300–2320 MHz"", ""2320–2330 MHz"", ""3.5 GHz"", ""3400–3420 MHz"", ""3400–3410 MHz"", ""3410–3420 MHz"", ""2390–2400 MHz""]","[""Eslovenia""]","[""AKOS"", ""T-2"", ""Telekom Slovenije"", ""Telemach Slovenija"", ""Cullen International""]","[""Reguladores"", ""Operadores móviles"", ""Verticales"", ""Autoridades públicas""]","[""Subasta"", ""Asignación de espectro""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: Servicios de comunicación electrónica inalámbrica, PMSE, Redes privadas; bandas: 2.3 GHz, 2300–2320 MHz, 2320–2330 MHz, 3.5 GHz.",10,Alta,3,13,"El documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 porque detalla un proceso de asignación de espectro local, incluyendo bandas clave (2.3 GHz, 3.5 GHz), modelos de precios diferenciados para verticales y operadores, y la gestión de espectro para redes privadas. Ofrece un caso práctico sobre cómo un regulador aborda la disponibilidad y el uso eficiente del espectro para diversos actores, lo cual es crucial para la formulación de políticas de espectro y conectividad."
1abd5185b510a973f4f5,FLSPSI20250002_Slovenia_awards_local_licences_in_the_23_GHz_band.pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Asignación de licencias locales de espectro en Eslovenia,"[""Redes privadas""]","[""2.3 GHz"", ""3.5 GHz""]","[""Eslovenia""]","[""AKOS"", ""Luka Koper"", ""Fraport Slovenija"", ""LTH Castings"", ""City Municipality of Kranj"", ""Municipality of Ilirska Bistrica"", ""Cullen International""]","[""Reguladores"", ""Operadores de redes privadas"", ""Autoridades locales"", ""Industria""]","[""Subasta"", ""Asignación de espectro"", ""Armonización internacional""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: Redes privadas; bandas: 2.3 GHz, 3.5 GHz.",10,Alta,3,13,"El documento es altamente relevante porque aborda la asignación de licencias locales de espectro para verticales y autoridades locales en bandas clave (2.3 GHz y 3.5 GHz). Esto proporciona un precedente y un modelo regulatorio sobre cómo otros países están gestionando el espectro para redes privadas y usos específicos, lo cual es crucial para la formulación de la Agenda Regulatoria ANE 2027-2028 en términos de gestión del espectro, fomento de la conectividad local y desarrollo de redes privadas."
8a316dd0ea8f7492250c,FLSPSI20260001_Slovenia_completes_the_second_phase_of_the_repeated_award_of.pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Adjudicación de licencias locales de espectro en Eslovenia,"[""Nuevas tecnologías inalámbricas"", ""5G"", ""Redes privadas""]","[""2.3 GHz"", ""3.5 GHz""]","[""Eslovenia""]","[""AKOS"", ""Občina Ilirska Bistrica"", ""Telekom Slovenije"", ""Vahta"", ""T-2"", ""Host Net"", ""Cullen International""]","[""Reguladores"", ""Operadores móviles"", ""Autoridades locales"", ""Industria de telecomunicaciones""]","[""Asignación de espectro""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: Nuevas tecnologías inalámbricas, 5G, Redes privadas; bandas: 2.3 GHz, 3.5 GHz.",10,Alta,3,13,"Este documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 al detallar un proceso de adjudicación de espectro para licencias locales en bandas clave (2.3 GHz y 3.5 GHz), las cuales son fundamentales para el despliegue de 5G y redes privadas. Proporciona un modelo regulatorio sobre cómo otros países gestionan la asignación de espectro para usos específicos y la participación de diferentes actores (operadores, autoridades locales, verticales), lo cual puede informar las estrategias de ANE para fomentar el uso eficiente del espectro y la conectividad."
0965914e3f37305209d5,FLSPSI20260002_Slovenia_concludes_the_repeated_award_of_local_licences_in_t.pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Adjudicación de licencias locales de espectro en Eslovenia,"[""Redes privadas""]","[""2.3 GHz"", ""3.5 GHz"", ""2320-2330 MHz""]","[""Eslovenia""]","[""AKOS"", ""T-2"", ""Cullen International""]","[""reguladores"", ""operadores móviles"", ""verticales"", ""autoridades locales""]","[""Asignación de espectro""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: Redes privadas; bandas: 2.3 GHz, 3.5 GHz, 2320-2330 MHz.",10,Alta,3,13,"El documento es altamente relevante para la Agenda Regulatoria ANE 2027-2028 al ofrecer un caso práctico de adjudicación de espectro para licencias locales en bandas clave (2.3 GHz y 3.5 GHz). Destaca la importancia de las redes privadas y la participación de verticales y autoridades locales, aspectos cruciales para la diversificación del uso del espectro y la promoción de la conectividad en Colombia. Proporciona un modelo de proceso regulatorio para la asignación de espectro con fines específicos."
95ea8f69556f254f852c,FLSPSK20250001_Slovakia_launches_multiband_award_in_five_bands.pdf,Cullen International,pdf,Disponibilidad de espectro para IMT,Disponibilidad de espectro,Subasta multibanda de espectro en Eslovaquia,"[""4G/LTE"", ""5G"", ""FDD"", ""TDD"", ""Banda ancha móvil""]","[""800 MHz"", ""900 MHz"", ""1500 MHz SDL"", ""2.1 GHz"", ""2.6 GHz"", ""Banda por debajo de 1 GHz""]","[""Eslovaquia""]","[""RÚ"", ""Orange Slovensko"", ""O2 Slovakia"", ""Slovak Telekom"", ""Swan"", ""Cullen International""]","[""Reguladores"", ""Operadores móviles""]","[""Subasta""]",Ajuste a iniciativa existente,"Disponibilidad de espectro para IMT; tecnologías: 4G/LTE, 5G, FDD, TDD; bandas: 800 MHz, 900 MHz, 1500 MHz SDL, 2.1 GHz.",10,Alta,3,13,"El documento ofrece un caso práctico detallado sobre la gestión del espectro radioeléctrico, incluyendo el diseño de subastas, la asignación de bandas clave para 4G/5G, y la implementación de herramientas regulatorias (límites de espectro, obligaciones de cobertura, itinerancia nacional, restricciones de trading) para promover la competencia y el despliegue de infraestructura. Estos elementos son directamente aplicables y muy relevantes para la formulación de la Agenda Regulatoria ANE 2027-2028, proporcionando ejemplos concretos de cómo otros reguladores abordan desafíos similares."
